CRATER_ID,LAT_CIRC_IMG,LON_CIRC_IMG,LAT_ELLI_IMG,LON_ELLI_IMG,DIAM_CIRC_IMG,DIAM_CIRC_SD_IMG,DIAM_ELLI_MAJOR_IMG,DIAM_ELLI_MINOR_IMG,DIAM_ELLI_ECCEN_IMG,DIAM_ELLI_ELLIP_IMG,DIAM_ELLI_ANGLE_IMG,LAT_ELLI_SD_IMG,LON_ELLI_SD_IMG,DIAM_ELLI_MAJOR_SD_IMG,DIAM_ELLI_MINOR_SD_IMG,DIAM_ELLI_ANGLE_SD_IMG,DIAM_ELLI_ECCEN_SD_IMG,DIAM_ELLI_ELLIP_SD_IMG,ARC_IMG,PTS_RIM_IMG
01-1-000063,63.2432,165.139,63.245,165.149,14.1779,0.191141,14.3677,13.6577,0.310465,1.05198,102.651,0.000523267,0.0016866,0.03014,0.0603417,2.47018,0.0142349,0.0051451,0.758272,120
01-1-000064,62.9436,164.297,62.9538,164.322,19.4175,0.718143,22.0504,17.7935,0.590625,1.23924,59.0636,0.0010056,0.00229453,0.0914957,0.0491076,0.742919,0.00549419,0.00617563,0.826723,174
01-1-000065,62.6793,162.439,62.6709,162.438,11.4943,0.431195,11.9974,10.4517,0.490986,1.14789,6.06836,0.00199222,0.0029974,0.0860562,0.132283,3.73789,0.0224871,0.0166993,0.73681,92
01-1-000066,62.9494,162.779,62.9527,162.783,17.1482,0.178701,17.3264,16.7139,0.263545,1.03665,154.051,0.000664083,0.00115779,0.0322149,0.0573007,2.64097,0.0137706,0.00404298,0.785548,150
01-1-000067,62.5341,161.565,62.5346,161.564,10.904,0.864014,13.6341,8.39337,0.788048,1.6244,94.6373,0.00100426,0.00153245,0.0730938,0.0530284,0.543886,0.0039848,0.0134597,1,125
01-1-000068,61.0049,156.089,61.0047,156.089,12.039,0.207672,12.2284,11.8336,0.252045,1.03336,45.0918,0.000539581,0.00112917,0.0404344,0.039523,4.84109,0.0174623,0.00485665,0.978688,140
01-1-000069,62.4875,154.858,62.4867,154.859,50.4545,1.59188,52.5884,48.0453,0.406588,1.09456,127.145,0.0021209,0.0045303,0.15908,0.152624,1.60388,0.00900521,0.00480135,1,549
01-1-000070,61.5818,152.947,61.58,152.941,9.08739,0.163476,9.50065,8.86566,0.359454,1.07162,35.0494,0.000567453,0.00376504,0.101261,0.051568,5.71739,0.029415,0.0130119,0.731016,70
01-1-000071,61.5893,152.323,61.5894,152.314,17.6015,0.441556,18.2834,16.6435,0.413933,1.09853,116.539,0.000883467,0.00237305,0.0661529,0.0799968,2.17455,0.0120437,0.00660887,0.838955,161
01-1-000072,60.4106,152.346,60.4107,152.347,13.6952,0.191669,14.0497,13.3357,0.31473,1.05354,141.713,0.000406995,0.000826876,0.0309378,0.0298035,1.96956,0.00898125,0.00330542,1,165
01-1-000073,60.4893,154.356,60.4896,154.367,8.97966,0.224649,9.84511,8.50397,0.503876,1.15771,9.63396,0.000372079,0.00136741,0.0512312,0.0279295,1.15404,0.00911171,0.00712392,0.829957,88
01-1-000074,60.6651,148.845,60.6648,148.845,11.8793,0.312335,12.6574,11.11,0.479114,1.13927,165.54,0.000487298,0.00107389,0.0389015,0.0356723,1.14748,0.00714738,0.00506372,1,142
01-1-000075,60.3017,149.602,60.3266,149.601,28.243,0.578292,28.3512,26.3607,0.368086,1.07551,175.739,0.0067119,0.00354255,0.11631,0.442742,5.03767,0.0406069,0.0185948,0.518518,144
01-1-000076,60.8359,149.209,60.8306,149.208,11.8373,0.327514,12.888,11.0517,0.514452,1.16615,79.4699,0.00082861,0.00162176,0.0587911,0.0370438,1.38414,0.00809125,0.00660128,0.738385,100
01-1-000077,60.3311,147.686,60.3278,147.685,9.10575,0.114033,9.27658,8.71835,0.34166,1.06403,169.917,0.000427521,0.00057004,0.0207448,0.0343073,1.80202,0.011701,0.00481591,0.792439,82
01-1-000078,60.5676,147.823,60.5581,147.817,7.51545,0.404133,8.93205,6.73206,0.657222,1.32679,83.9031,0.0019092,0.00244119,0.133485,0.0608919,2.02166,0.0150987,0.0231772,0.766491,69
01-1-000079,62.0931,151.096,62.093,151.097,10.7144,0.309007,11.3016,10.1039,0.448011,1.11853,69.1215,0.000695923,0.00142018,0.0514539,0.0484246,1.99399,0.0117935,0.00739396,0.979682,124
01-1-000080,61.0747,149.711,61.0809,149.72,14.6535,0.836492,16.6358,12.2121,0.679057,1.36224,165.155,0.00124331,0.00301924,0.0943075,0.0956502,1.09505,0.00767281,0.0131711,0.826406,144
01-1-000081,61.3245,150.33,61.3249,150.335,13.0378,0.251382,13.3101,12.604,0.321382,1.05602,85.4323,0.000792378,0.002141,0.0525847,0.071842,4.50016,0.0193506,0.00732378,0.801852,117
01-1-000082,63.1666,158.291,63.1668,158.295,11.438,0.23571,11.8478,11.0771,0.354797,1.06958,22.0676,0.00134022,0.0019969,0.0758984,0.0612822,4.97005,0.0208537,0.00905331,0.751982,95
01-1-000083,63.4366,158.451,63.4353,158.447,18.8588,0.472081,19.0805,18.5768,0.228247,1.02711,48.9306,0.0027014,0.00371411,0.172337,0.126715,15.2421,0.0470052,0.0116253,0.817409,174
01-1-000084,63.166,159.12,63.1669,159.119,9.00757,0.115982,9.22074,8.72858,0.322338,1.05638,20.7827,0.000447352,0.0012843,0.0304758,0.0363102,3.84579,0.0147704,0.00561266,0.784166,78
01-1-000085,64.2986,158.376,64.3178,158.361,16.5877,0.284646,16.8893,14.8962,0.471269,1.1338,20.1238,0.00127568,0.00152678,0.0398396,0.0974942,1.13816,0.0114837,0.00788785,0.728258,127
01-1-000086,63.758,157.913,63.7695,157.86,10.7339,0.342768,10.9505,8.65439,0.612693,1.26531,60.7326,0.00116187,0.00443414,0.062012,0.153341,1.5802,0.0189629,0.0235363,0.685671,74
01-1-000087,64.2184,161.09,64.2246,161.093,9.57693,0.289595,10.6998,8.87615,0.558411,1.20545,63.7484,0.000685212,0.000972745,0.05235,0.0299353,0.956733,0.0073233,0.00716325,0.839416,91
01-1-000088,63.7112,161.265,63.7054,161.272,15.6264,0.359213,16.4266,14.4914,0.470894,1.13354,27.8749,0.00100728,0.00108225,0.0416537,0.0533757,1.33999,0.00739056,0.0050689,0.750169,120
01-1-000089,65.0295,172.819,65.0296,172.819,10.0828,0.271922,10.5866,9.56726,0.428131,1.10654,78.566,0.000811748,0.00177182,0.0593033,0.0547063,2.7078,0.0152699,0.00885758,0.977048,112
01-1-000090,65.937,173.529,65.9401,173.533,17.0807,0.519085,17.8545,16.0671,0.436111,1.11124,137.488,0.00107578,0.00240483,0.074777,0.0818879,1.89664,0.0122492,0.0073305,0.875861,163
01-1-000091,65.2548,177.786,65.2639,177.792,33.9326,0.813977,35.357,33.052,0.355152,1.06974,81.4345,0.0026858,0.0050202,0.20382,0.11451,3.38974,0.0165487,0.00719465,0.790208,293
01-1-000092,65.8326,178.536,65.8327,178.535,22.5347,0.40355,22.6708,22.3217,0.174828,1.01564,127.962,0.00113086,0.00271028,0.0817038,0.0837291,11.2025,0.0288442,0.00528313,1,235
01-1-000093,65.0896,179.67,65.0886,179.672,14.6638,0.420578,15.5648,13.7794,0.46503,1.12957,10.592,0.000835377,0.00189485,0.0568059,0.054146,1.69803,0.00903845,0.00605776,0.839664,134
01-1-000094,65.3442,180.676,65.344,180.675,11.4185,0.236144,11.8545,10.9643,0.380195,1.08119,73.1864,0.000720729,0.0016577,0.0537155,0.0508688,2.75172,0.0145918,0.00701168,0.972935,122
01-1-000095,62.8503,201.023,62.8499,201.024,13.5313,0.857644,16.2128,11.0621,0.731067,1.46562,95.8009,0.000769545,0.00126521,0.0568633,0.0436,0.436265,0.00335972,0.00773256,1,158
01-1-000096,61.1455,210.233,61.145,210.229,37.0947,0.811985,38.4372,35.5701,0.378972,1.0806,104.719,0.0018391,0.00405543,0.134079,0.13012,2.46692,0.0114223,0.00546212,0.875494,361
01-1-000097,60.9582,214.123,60.9585,214.124,28.5488,0.87386,29.499,27.444,0.366704,1.07488,18.5428,0.00164895,0.00359246,0.125706,0.120201,2.9501,0.0144233,0.00656839,0.957881,319
01-1-000098,60.7799,213.28,60.7758,213.273,37.5979,0.473688,38.2234,36.6075,0.287689,1.04414,147.068,0.00100346,0.00356789,0.0708673,0.105381,2.95349,0.0109169,0.00357519,0.754185,285
01-1-000099,61.6174,209.703,61.6113,209.711,73.029,1.35053,74.6255,71.7275,0.275969,1.0404,102.485,0.00224943,0.00403804,0.179557,0.137157,2.35861,0.0102886,0.00319758,0.876201,623
01-1-000100,64.6934,198.497,64.6934,198.503,143.394,2.72745,145.854,140.673,0.264165,1.03683,84.1484,0.00267377,0.0060642,0.198289,0.191426,1.7742,0.00677345,0.00199439,0.995513,1232
01-1-000101,64.8957,211.952,64.8963,211.954,43.665,0.894124,44.7361,42.4968,0.312418,1.05269,2.20637,0.00152155,0.00377735,0.118119,0.111885,2.44327,0.01077,0.00392516,1,482
01-1-000102,64.3055,217.229,64.2989,217.255,129.759,1.65133,131.152,127.52,0.233713,1.02848,57.6296,0.00193911,0.00530821,0.142118,0.183768,1.81361,0.00729338,0.0018544,0.866017,969
01-1-000103,65.0554,214.836,65.0529,214.897,21.2384,0.673365,22.2544,18.5536,0.552207,1.19946,73.0091,0.00105483,0.00492756,0.0775572,0.137348,1.2803,0.0102988,0.00981406,0.750095,157
01-1-000104,61.6901,216.719,61.6937,216.705,44.0304,0.793131,45.0028,43.4086,0.263807,1.03673,163.935,0.00164973,0.00482757,0.185754,0.10826,3.61055,0.0170084,0.00499966,0.832539,365
01-1-000105,61.1215,218.993,61.1153,218.991,29.6124,0.597627,30.9417,28.0048,0.425237,1.10487,6.84076,0.000674864,0.00134387,0.0486678,0.0517516,0.748549,0.00467479,0.00268121,0.899582,284
01-1-000106,61.7396,215.522,61.7396,215.522,9.43113,0.119002,9.58617,9.2697,0.254827,1.03414,69.6082,0.000393115,0.00080818,0.0292766,0.0283972,4.24372,0.0158729,0.0044734,1,113
01-1-000107,62.5759,212.255,62.5759,212.255,10.5403,0.13544,10.6702,10.3998,0.223697,1.026,155.457,0.000384852,0.000842016,0.0288443,0.028661,4.94158,0.0163937,0.00396077,1,124
01-1-000108,64.894,201.822,64.8939,201.822,10.5053,0.252477,10.8699,10.1246,0.363912,1.07361,61.4783,0.0006868,0.00156296,0.0518183,0.0489132,3.10694,0.0161806,0.00728678,0.983026,121
01-1-000109,65.4756,199.948,65.4756,199.947,10.5683,0.146491,10.8179,10.3092,0.303039,1.04934,174.638,0.000356047,0.000882357,0.0270399,0.0264852,2.46983,0.010742,0.00376126,1,130
01-1-000110,65.3916,201.386,65.3917,201.386,10.9386,0.182662,11.0296,10.8246,0.191927,1.01894,172.04,0.000594143,0.00143144,0.0445529,0.0444268,9.94645,0.028899,0.00586769,1,128
01-1-000111,66.6729,178.788,66.6726,178.788,31.4774,0.422339,31.8844,31.05,0.227282,1.02687,47.5754,0.000952486,0.00233209,0.0722286,0.0674715,3.86988,0.0130978,0.00322341,0.969131,358
01-1-000112,66.4463,180.181,66.4384,180.191,14.7835,0.346219,15.8102,13.3594,0.534788,1.18345,30.8267,0.00050686,0.00290335,0.0489848,0.0555268,1.12709,0.00692137,0.00613515,0.718115,116
01-1-000113,66.3163,175.651,66.3164,175.651,17.8985,0.317506,18.3528,17.43,0.313103,1.05294,90.5866,0.000585006,0.00139944,0.0436009,0.0420607,2.13765,0.00975507,0.00356559,1,210
01-1-000114,66.7283,174.405,66.7282,174.404,14.8846,0.181449,15.0696,14.6807,0.225702,1.02649,64.0218,0.000871599,0.00156631,0.0495035,0.0494698,7.26081,0.0197882,0.00483062,0.820207,138
01-1-000115,66.4621,173,66.4751,173,21.7431,0.749114,24.4541,19.5543,0.60049,1.25057,68.4176,0.00144908,0.00478641,0.115813,0.0792681,1.05365,0.006638,0.00779599,0.732587,163
01-1-000116,65.926,167.575,65.9238,167.568,19.1679,0.3697,19.7216,18.3714,0.363651,1.0735,108.05,0.000841266,0.0020791,0.0564977,0.0684564,2.13075,0.0112158,0.00504564,0.858496,183
01-1-000117,65.4918,165.466,65.5443,165.481,56.0496,0.99761,57.074,52.1083,0.407968,1.09529,8.93357,0.00577948,0.00543195,0.168878,0.399917,1.61994,0.0168061,0.00900921,0.604683,294
01-1-000118,63.277,165.392,63.2716,165.374,127.317,1.22745,128.879,126.265,0.200398,1.02071,27.2346,0.00194263,0.00446879,0.178503,0.116176,2.37783,0.00796424,0.00169723,0.825508,858
01-1-000119,65.3015,162.178,65.329,162.182,27.9307,0.449869,27.792,25.9488,0.358115,1.07103,176.124,0.0049417,0.00462317,0.103759,0.330795,3.90539,0.0323357,0.014227,0.624258,161
01-1-000120,62.988,151.831,62.9871,151.834,24.0399,0.786192,25.1827,22.7021,0.432791,1.10927,45.1854,0.0019782,0.00425711,0.145544,0.136666,2.81935,0.0156706,0.00925713,0.976812,266
01-1-000121,61.448,146.097,61.448,146.097,21.9057,0.288108,22.2824,21.4987,0.262881,1.03645,47.7563,0.000593668,0.00122801,0.0440199,0.0438976,2.60305,0.0100608,0.0029447,1,252
01-1-000122,61.0811,140.373,61.0809,140.372,11.7911,0.321272,12.4196,11.1556,0.439542,1.11331,85.8148,0.000718892,0.00136394,0.0535778,0.0494801,1.86492,0.0113572,0.00688846,0.985792,138
01-1-000123,61.8098,135.82,61.8177,135.811,40.8719,0.778943,42.0407,39.3297,0.35329,1.06893,51.2807,0.00225981,0.00261906,0.111359,0.133254,2.66259,0.0106538,0.00459713,0.654604,299
01-1-000124,61.695,137.734,61.6918,137.748,49.4654,0.908483,50.7422,44.1946,0.491349,1.14815,74.1951,0.00101361,0.00383494,0.0816723,0.240924,0.714462,0.00877547,0.00652622,0.462786,250
01-1-000125,65.3417,144.909,65.3342,144.876,112.243,2.19803,116.244,108.224,0.364992,1.0741,153.444,0.00222962,0.00622662,0.1961,0.179216,0.958433,0.00561383,0.00253909,0.686521,730
01-1-000126,61.7342,144.08,61.7406,144.085,34.8336,0.662123,35.2419,33.8631,0.276971,1.04071,147.429,0.00240044,0.0033346,0.110841,0.176668,4.65935,0.0203071,0.00633984,0.804802,309
01-1-000127,63.0046,145.307,63.0177,145.313,14.6475,0.333605,16.6133,14.0904,0.529778,1.17906,91.3403,0.00133793,0.00086644,0.0784885,0.0262473,1.09983,0.0068955,0.00598773,0.541814,92
01-1-000128,63.3496,145.446,63.3476,145.446,15.3109,0.209164,15.5237,15.1938,0.205054,1.02171,96.3878,0.00115465,0.0013924,0.0837006,0.0432702,8.3165,0.0284868,0.00623009,0.784566,138
01-1-000129,64.5026,149.487,64.5082,149.491,18.2225,0.633979,19.9895,16.8463,0.538293,1.18658,82.1148,0.00131866,0.00269743,0.0925055,0.0670184,1.3829,0.008052,0.00724125,0.801576,163
01-1-000130,64.294,147.426,64.2875,147.418,23.8765,0.565729,24.5039,22.508,0.395315,1.08868,143.804,0.00190506,0.00286938,0.0920536,0.168079,3.13895,0.0178412,0.0091005,0.608198,172
01-1-000131,65.0464,150.713,65.0456,150.718,22.943,1.35136,25.8161,19.9035,0.636866,1.29706,36.5322,0.0016887,0.00412025,0.132516,0.116404,1.00933,0.00726267,0.0100931,0.992387,262
01-1-000132,64.9799,152.157,64.9807,152.157,18.7267,0.42081,19.1008,18.4057,0.267313,1.03776,8.95281,0.00120219,0.00403894,0.126956,0.0873794,7.32023,0.0283724,0.00847643,0.720266,157
01-1-000133,65.1001,153.324,65.1,153.324,11.8095,0.191404,12.0383,11.5722,0.275564,1.04028,42.6757,0.000489405,0.00116172,0.0369314,0.0355755,3.64875,0.0145639,0.00451802,0.98633,137
01-1-000134,66.0028,158.063,66.0021,158.063,17.3225,0.588833,18.4781,16.1218,0.488644,1.14615,36.9835,0.00104361,0.00262242,0.0801098,0.0738768,1.57774,0.00982722,0.00723023,1,203
01-1-000135,66.1363,156.703,66.1343,156.713,32.1861,0.588541,32.8276,31.6303,0.267614,1.03785,176.219,0.0016978,0.00457289,0.136476,0.113763,4.67098,0.0190705,0.00570533,0.633585,215
01-1-000136,66.8722,161.809,66.847,161.823,11.9159,0.467293,14.5711,10.965,0.658569,1.32887,98.4056,0.00204314,0.00201019,0.153949,0.0473775,0.823526,0.00981524,0.0151687,0.799089,110
01-1-000137,66.7037,162.721,66.7142,162.696,17.9099,0.283767,19.1652,16.8537,0.476102,1.13715,174.869,0.00113459,0.00350661,0.114762,0.075082,1.34035,0.0121227,0.00848705,0.63494,127
01-1-000138,67.4074,171.04,67.4072,171.041,14.3155,0.422779,15.2375,13.3967,0.476463,1.1374,7.93303,0.000731609,0.00209911,0.0600197,0.0545531,1.43393,0.00919128,0.00644393,0.987185,168
01-1-000139,67.4949,175.965,67.4926,175.967,18.2655,0.552473,19.3433,17.0827,0.46912,1.13233,12.9986,0.00128297,0.00280142,0.0770308,0.0794798,1.91758,0.0101817,0.00693463,0.812743,160
01-1-000140,68.3802,177.648,68.3803,177.647,18.4872,0.405669,19.0246,17.9054,0.337937,1.06251,156.186,0.000850931,0.00235358,0.0645079,0.062468,2.67165,0.0127523,0.00516918,1,217
01-1-000141,67.7077,178.777,67.7078,178.776,11.3525,0.217496,11.4882,11.1855,0.228007,1.02705,34.9197,0.00073582,0.00193936,0.0545429,0.0534458,8.56974,0.0280064,0.00691806,0.984791,133
01-1-000142,67.2795,181.774,67.2795,181.775,12.3794,0.44182,13.4218,11.3227,0.53697,1.18539,163.559,0.00089334,0.00260214,0.075454,0.0669952,1.52723,0.010817,0.00967485,0.986326,145
01-1-000143,67.5231,183.074,67.524,183.057,14.8231,0.666338,16.8626,13.13,0.627467,1.28429,160.167,0.000814977,0.00330439,0.0868385,0.0596166,1.0068,0.00663381,0.00881736,0.858564,147
01-1-000144,67.2973,186.615,67.2923,186.622,13.3812,0.138021,13.9052,13.2328,0.307213,1.05082,119.028,0.0007278,0.00111574,0.0587304,0.0218923,1.91554,0.0133717,0.00476659,0.755552,113
01-1-000145,67.5512,188.373,67.551,188.373,10.592,0.262145,11.032,10.1249,0.397106,1.08959,146.66,0.000623777,0.00167323,0.0475582,0.0457358,2.43212,0.0132445,0.00680357,1,122
01-1-000146,67.6883,186.046,67.6897,186.043,44.9374,1.20693,46.259,43.3926,0.346542,1.06606,88.6401,0.00173568,0.00445598,0.131836,0.12986,1.9858,0.0104931,0.00440559,0.949255,491
01-1-000147,68.307,184.281,68.332,184.236,55.3995,0.676279,55.6016,53.0186,0.301249,1.04872,40.0677,0.00522692,0.00678531,0.110949,0.363516,3.09006,0.021553,0.00748874,0.687516,349
01-1-000148,69.1593,179.033,69.1385,179.004,53.282,2.0995,58.8539,49.228,0.548052,1.19554,61.3757,0.00396394,0.00922656,0.336907,0.210974,1.12107,0.00912885,0.00854923,0.884102,489
01-1-000149,68.3275,203.376,68.328,203.374,67.6235,1.08581,67.7583,67.3617,0.108028,1.00589,16.8743,0.00143078,0.00389535,0.10751,0.105911,12.4923,0.0204361,0.00224688,1,802
01-1-000150,64.0322,209.631,64.0311,209.635,17.5433,0.579936,18.5342,16.4439,0.461347,1.12712,48.2086,0.00159017,0.00360361,0.121015,0.110211,2.65576,0.0159649,0.0105463,1,198
01-1-000151,60.8983,222.186,60.8981,222.187,11.5045,0.360594,11.833,11.1416,0.336814,1.06205,45.9086,0.000900492,0.00184056,0.069684,0.065354,4.39392,0.0218783,0.00882763,1,137
01-1-000152,63.927,215.222,63.9266,215.217,11.3545,0.157856,11.9131,10.9501,0.393871,1.08794,171.886,0.000211342,0.00065933,0.021739,0.0156445,0.878261,0.00497126,0.00252138,0.860678,119
01-1-000153,64.0674,218.098,64.0674,218.097,9.25165,0.11863,9.4434,9.05345,0.284396,1.04307,132.27,0.000356923,0.000812235,0.0268465,0.0261482,3.15665,0.0130974,0.00422717,1,112
01-1-000154,65.4282,209.244,65.4282,209.244,10.4392,0.23346,10.8261,10.05,0.371812,1.07723,39.8667,0.000649165,0.00156358,0.049785,0.0460095,2.92139,0.0150394,0.00699003,1,120
01-1-000155,68.0741,196.449,68.0739,196.449,11.5667,0.376689,12.2837,10.8269,0.472369,1.13456,138.181,0.000733648,0.00199265,0.0563472,0.0524156,1.7682,0.0109685,0.0075667,0.984539,134
01-1-000156,68.4933,192.948,68.4931,192.949,10.1557,0.211582,10.5218,9.78439,0.36776,1.07536,62.9508,0.000587421,0.00155896,0.04397,0.0412761,2.75479,0.0139627,0.00638551,1,117
01-1-000157,68.9879,194.741,68.9878,194.741,18.6226,0.242421,18.8409,18.3821,0.219334,1.02496,96.8912,0.000726853,0.00195756,0.0542866,0.0522678,5.3624,0.0175683,0.00414912,1,209
01-1-000158,68.4459,190.583,68.4455,190.581,15.5428,0.433384,16.3066,14.6826,0.435044,1.11061,162.636,0.00126052,0.00358875,0.0984815,0.0931292,2.72103,0.0163215,0.00972686,1,174
01-1-000159,68.9501,189.968,68.9499,189.967,18.6087,0.273682,18.7924,18.3796,0.208442,1.02246,151.67,0.000870634,0.0024567,0.0652322,0.0646601,7.37564,0.0226802,0.00505325,1,201
01-1-000160,69.718,183.005,69.718,183.005,6.73091,0.0892247,6.83997,6.61752,0.252953,1.03361,48.73,0.000380889,0.00106615,0.0285569,0.0273374,5.82117,0.0217334,0.00607079,1,81
01-1-000161,69.6136,185.467,69.6125,185.461,7.44332,0.0975358,7.69706,7.34374,0.2995,1.04811,19.2005,0.000539656,0.00208775,0.0605953,0.0257964,4.55846,0.0262016,0.00903542,0.755147,66
01-1-000162,69.1823,169.558,69.182,169.56,11.7037,0.214123,11.826,11.5114,0.229121,1.02733,102.672,0.000618727,0.00220449,0.0453601,0.0571766,7.78551,0.0259518,0.00644707,0.851517,117
